fun,direc,nit,nfev,status,success,message,x
0.31550508917244086,"[[1. 0.]
 [0. 1.]]",2,20,0,True,Optimization terminated successfully.,[0.74162942 3.88322208]
0.26701571713329314,"[[1. 0.]
 [0. 1.]]",2,21,0,True,Optimization terminated successfully.,[0.90829609 3.88322208]
0.2587406620013753,"[[1. 0.]
 [0. 1.]]",2,30,0,True,Optimization terminated successfully.,[0.84650871 3.88322208]
0.24996482014136656,"[[1. 0.]
 [0. 1.]]",2,36,0,True,Optimization terminated successfully.,[0.80469055 3.89822208]
0.24466827923886825,"[[1. 0.]
 [0. 1.]]",2,46,0,True,Optimization terminated successfully.,[0.78493081 3.90468779]
0.24419636869083705,"[[ 0.          1.        ]
 [-0.00271202  0.00187144]]",3,118,0,True,Optimization terminated successfully.,[0.78325717 3.90568027]
0.24413635343120887,"[[ 0.          1.        ]
 [-0.00236176  0.00195068]]",3,140,0,True,Optimization terminated successfully.,[0.78306819 3.90548842]
0.24410353472784496,"[[ 0.          1.        ]
 [-0.00257547  0.00242833]]",3,162,0,True,Optimization terminated successfully.,[0.78290712 3.90531905]
0.24408868263622835,"[[ 0.          1.        ]
 [-0.00269335  0.00258015]]",3,174,0,True,Optimization terminated successfully.,[0.78291556 3.90532816]
0.24408849002106098,"[[ 0.          1.        ]
 [-0.00266845  0.0025653 ]]",3,193,0,True,Optimization terminated successfully.,[0.78291867 3.9053314 ]
0.2440877896512227,"[[ 0.          1.        ]
 [-0.00267601  0.00257317]]",3,205,0,True,Optimization terminated successfully.,[0.78291648 3.90532912]
0.24408771097116905,"[[ 0.          1.        ]
 [-0.00267988  0.0025798 ]]",4,298,0,True,Optimization terminated successfully.,[0.78291611 3.90532875]
0.2440876994484255,"[[ 0.          1.        ]
 [-0.00267972  0.00257993]]",4,317,0,True,Optimization terminated successfully.,[0.78291619 3.90532884]
0.24408768807625403,"[[ 0.          1.        ]
 [-0.00267965  0.00257987]]",4,337,0,True,Optimization terminated successfully.,[0.78291616 3.9053288 ]
0.24408768082646243,"[[ 0.          1.        ]
 [-0.00267967  0.00257991]]",4,359,0,True,Optimization terminated successfully.,[0.78291613 3.90532878]
0.24408767891647792,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",4,374,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767868813774,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",4,385,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767864163722,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",4,402,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767854844776,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,504,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847963614,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,527,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847739593,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,539,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847742563,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,559,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847733465,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,565,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847721025,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,574,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847717605,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",5,585,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847715462,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",6,717,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714746,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",6,729,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714707,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",7,873,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714713,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",7,891,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714707,"[[ 0.00000000e+00  1.00000000e+00]
 [-2.88637369e-15 -5.49785464e-16]]",7,1029,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.2440876784771473,"[[-2.67968960e-03  2.57994137e-03]
 [-1.65672108e-15 -4.73348879e-16]]",8,1276,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.2440876784771473,"[[-2.67968960e-03  2.57994137e-03]
 [-1.65672108e-15 -4.73348879e-16]]",8,1290,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714735,"[[-1.32108175e-17 -5.28432699e-17]
 [ 1.60170654e-15 -0.00000000e+00]]",9,1524,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714752,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",7,961,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714752,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",7,973,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
0.24408767847714752,"[[ 0.          1.        ]
 [-0.00267969  0.00257994]]",7,988,0,True,Optimization terminated successfully.,[0.78291613 3.90532877]
